"array","sample","round","t","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","array2"
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,74,7,20,114759.518992541,53407.9753890351,100832.365005166,156388.125700914,232.20959751281,158.034140949422,3590.010189793,0,0,0,0,0,0,0,33207.4518955328,102519.102583326,274515.773466265,956481.578714167,2252.12176443453,1632.25840261596,70896.2388775504,0,0,0,0,0,0,0,557072.401614512,0,108834.59906662,0,19255.9662831166,0,26044.1658483905,0,104094.792869256,0,4739.80619736412,0,10191.9011911802,0,441078.084146353,0,1
1,98,8,20,117997.586925257,51536.6637356038,96625.1710363052,157943.793869557,251.160113638955,174.710629806048,4352.00870442459,0,0,0,0,0,0,0,34185.9026155556,102012.21739952,270881.684488943,956015.884679606,2078.60581183246,1545.64786954413,72782.504916876,0,0,0,0,0,0,0,543416.123191061,0,120017.94163137,0,21710.9403051686,0,24984.466405618,0,115259.943652227,0,4757.99797914342,0,12751.454883761,0,435315.894291819,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,98,8,20,117997.586925257,51536.6637356038,96625.1710363052,157943.793869557,251.160113638955,174.710629806048,4352.00870442459,0,0,0,0,0,0,0,34185.9026155556,102012.21739952,270881.684488943,956015.884679606,2078.60581183246,1545.64786954413,72782.504916876,0,0,0,0,0,0,0,543416.123191061,0,120017.94163137,0,21710.9403051686,0,24984.466405618,0,115259.943652227,0,4757.99797914342,0,12751.454883761,0,435315.894291819,0,1
1,17,8,20,124601.138185716,49809.1854936386,94855.4400684615,155769.286431347,237.58221937907,150.037896771395,3995.14255383036,0,0,0,0,0,0,0,39052.0810875105,96215.3569659556,260931.28380213,970071.65065365,2081.25639304506,1399.40942311723,72783.984241486,0,0,0,0,0,0,0,545520.35071263,0,108427.02863181,0,18157.0669887919,0,24245.1726598119,0,103522.513210608,0,4904.51542120155,0,11057.9301434791,0,426970.880488313,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,98,8,20,117997.586925257,51536.6637356038,96625.1710363052,157943.793869557,251.160113638955,174.710629806048,4352.00870442459,0,0,0,0,0,0,0,34185.9026155556,102012.21739952,270881.684488943,956015.884679606,2078.60581183246,1545.64786954413,72782.504916876,0,0,0,0,0,0,0,543416.123191061,0,120017.94163137,0,21710.9403051686,0,24984.466405618,0,115259.943652227,0,4757.99797914342,0,12751.454883761,0,435315.894291819,0,1
1,14,8,20,126591.379063669,49961.2647322267,96882.6063255914,152192.142978707,248.674943409346,144.777622779043,3734.25961608109,0,0,0,0,0,0,0,41588.8696876465,94121.0978623797,261378.513623317,971925.19909771,2252.24995564398,1392.31617795976,71964.0882533158,0,0,0,0,0,0,0,554957.985159282,0,98783.2016801822,0,15724.9627458299,0,24615.1333497371,0,93989.7582860228,0,4793.4433941594,0,9925.91343862757,0,425229.869860414,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,36,6,20,120461.254003897,52774.4150042398,96438.4605043064,156363.328776471,217.36829075575,113.404848309599,3593.01252881239,0,0,0,0,0,0,0,36372.8605875762,106386.969619048,271672.1300647,954725.6940514,2208.18810747779,1221.716176459,72523.9062830362,0,0,0,0,0,0,0,550017.440534793,0,111491.60542885,0,15073.8362227789,0,22503.2755373793,0,108731.625361296,0,2759.98006755388,0,9958.78225394029,0,433386.062579391,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,54,6,20,121192.351453459,52265.4856915646,93382.7646950573,157541.419604641,251.472761083002,183.197292094805,4292.00213393685,0,0,0,0,0,0,0,37433.7808686131,104031.127932434,257630.838849375,967747.6644022,2034.48584891089,1587.4921887699,70898.4833955388,0,0,0,0,0,0,0,553828.974624475,0,110976.191916108,0,19592.1926788088,0,21458.4032546094,0,107816.75715502,0,3159.4347610885,0,12222.1600266255,0,432086.973031525,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,98,8,20,117997.586925257,51536.6637356038,96625.1710363052,157943.793869557,251.160113638955,174.710629806048,4352.00870442459,0,0,0,0,0,0,0,34185.9026155556,102012.21739952,270881.684488943,956015.884679606,2078.60581183246,1545.64786954413,72782.504916876,0,0,0,0,0,0,0,543416.123191061,0,120017.94163137,0,21710.9403051686,0,24984.466405618,0,115259.943652227,0,4757.99797914342,0,12751.454883761,0,435315.894291819,0,1
1,64,10,20,118452.446449386,52486.231569931,101545.226507592,151811.616344709,276.222261552812,161.789543185206,4384.28564578255,0,0,0,0,0,0,0,34485.276433756,107032.126980336,295151.955645763,925223.118685492,2387.56564666182,1484.96366563888,74873.2697589845,0,0,0,0,0,0,0,543327.902941743,0,125481.672948715,0,20357.8955185495,0,30037.4788502185,0,119845.384822272,0,5636.28812644287,0,12876.8864874839,0,434763.47193075,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,81,7,20,107863.417469296,55692.3713791588,105027.363012371,156099.514101758,267.309565948502,176.949427218319,3932.2223407764,0,0,0,0,0,0,0,28829.8603525307,109058.77352949,291267.509358124,933856.569510163,2486.52200381535,1750.51540089354,72513.3330325258,0,0,0,0,0,0,0,557572.84078493,0,119713.124447799,0,21301.6818203751,0,30571.2878756153,0,114018.400130853,0,5694.72431694636,0,11600.0406293275,0,450186.904976253,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,98,8,20,117997.586925257,51536.6637356038,96625.1710363052,157943.793869557,251.160113638955,174.710629806048,4352.00870442459,0,0,0,0,0,0,0,34185.9026155556,102012.21739952,270881.684488943,956015.884679606,2078.60581183246,1545.64786954413,72782.504916876,0,0,0,0,0,0,0,543416.123191061,0,120017.94163137,0,21710.9403051686,0,24984.466405618,0,115259.943652227,0,4757.99797914342,0,12751.454883761,0,435315.894291819,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,98,8,20,117997.586925257,51536.6637356038,96625.1710363052,157943.793869557,251.160113638955,174.710629806048,4352.00870442459,0,0,0,0,0,0,0,34185.9026155556,102012.21739952,270881.684488943,956015.884679606,2078.60581183246,1545.64786954413,72782.504916876,0,0,0,0,0,0,0,543416.123191061,0,120017.94163137,0,21710.9403051686,0,24984.466405618,0,115259.943652227,0,4757.99797914342,0,12751.454883761,0,435315.894291819,0,1
1,30,6,20,116469.583546264,53437.3682996537,95386.5502154819,159560.844812018,240.548819852744,166.690233241012,4063.22560693633,0,0,0,0,0,0,0,34148.445104112,105749.843547954,262129.53288162,967332.595943796,2030.42496714597,1501.14528264106,69436.9449453677,0,0,0,0,0,0,0,555072.990520733,0,109455.669896176,0,18430.9042481922,0,23393.9338441496,0,107172.444570372,0,2283.22532580492,0,11575.7306463336,0,438772.499472115,0,1
1,98,8,20,117997.586925257,51536.6637356038,96625.1710363052,157943.793869557,251.160113638955,174.710629806048,4352.00870442459,0,0,0,0,0,0,0,34185.9026155556,102012.21739952,270881.684488943,956015.884679606,2078.60581183246,1545.64786954413,72782.504916876,0,0,0,0,0,0,0,543416.123191061,0,120017.94163137,0,21710.9403051686,0,24984.466405618,0,115259.943652227,0,4757.99797914342,0,12751.454883761,0,435315.894291819,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,17,6,20,118268.351677918,52041.203345909,97280.1405712981,158066.310202705,208.781215687492,152.096147534172,3380.90649394896,0,0,0,0,0,0,0,35664.3263861335,97945.3851677343,258895.179543895,976497.302082647,2050.24842395701,1594.67292385208,68972.1508652728,0,0,0,0,0,0,0,557173.918766764,0,101950.254337626,0,19114.1877197109,0,21828.2740725848,0,95912.9457412992,0,6037.30859632692,0,9457.80603275709,0,436316.747699466,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
1,24,10,20,111601.316815131,54376.2065910487,101965.312227802,157177.120461962,237.541287876199,159.579422159084,3610.15760346562,0,0,0,0,0,0,0,30750.3451112568,107214.089397119,284269.529090229,942312.122311536,2359.51049034825,1687.25216469198,70954.1528852363,0,0,0,0,0,0,0,552291.911260735,0,117812.249545219,0,21480.0910265802,0,28502.6764359327,0,112497.295677521,0,5314.95386769764,0,10706.3370461086,0,444683.474644059,0,1
